komentar,kantor,letak,rating,sentimen,komentar_clean
"pelayananya sangat ramah, terimakasih.",Maybank KCP Gejayan,Kabupaten Sleman,5,positif,"pelayananya ramah, terimakasih."
pegawainya ramah pol,Maybank KCP Gejayan,Kabupaten Sleman,5,positif,pegawainya ramah pol
pelayananya ramah,Maybank KCP Gejayan,Kabupaten Sleman,4,positif,pelayananya ramah
"pelayanan yang ramah, sabar dan telaten. terima kasih maybank kcp gejayan telah melayani saya dengan baik",Maybank KCP Gejayan,Kabupaten Sleman,5,positif,"pelayanan ramah, sabar telaten. terima kasih maybank kcp gejayan melayani"
nyaman n pelayanan cepat.,Maybank KCP Gejayan,Kabupaten Sleman,5,positif,nyaman n pelayanan cepat.
"kantor bersih, produk oke, pelayanan memuaskan",Maybank KCP Gejayan,Kabupaten Sleman,5,positif,"kantor bersih, produk oke, pelayanan memuaskan"
"pelayanan memuaskan, ramah dan cepat",Maybank KCP Gejayan,Kabupaten Sleman,5,positif,"pelayanan memuaskan, ramah cepat"
pelayanan yang sangat memuaskan,Maybank KCP Gejayan,Kabupaten Sleman,5,positif,pelayanan memuaskan
pelayanan prima,Maybank KCP Gejayan,Kabupaten Sleman,5,positif,pelayanan prima
"pelayananya sangat ramah sekali satpamnya juga ramah, mengarahkan dengan jelas dan detail, csnya juga sangat ramah membantu banget terutama mbk sekar dan makasih juga sudah ngucapin buat saya tadi hehe",Maybank KC & KCS Yogyakarta,Kota Yogyakarta,5,positif,"pelayananya ramah satpamnya ramah, mengarahkan detail, csnya ramah membantu banget mbk sekar makasih ngucapin hehe"
saya pribadi sangat senang dan banga jadi nasabah mybank. karena permasalahan rekening saya jadi terselesaikan dalam waktu kurang dr satu jam terima kasih sama mbak lia sebagai customer service yang layani saya,Maybank KC & KCS Yogyakarta,Kota Yogyakarta,5,positif,pribadi senang banga nasabah mybank. permasalahan rekening terselesaikan dr jam terima kasih mbak lia customer service layani
"satpam ramah,cs ramah dan cepat. kebetulan tadi tidak ada antrian. terima kasih mb customer service telah membantu permasalahan .",Maybank KC & KCS Yogyakarta,Kota Yogyakarta,5,positif,"satpam ramah,cs ramah cepat. antrian. terima kasih mb customer service membantu permasalahan ."
maybank is the best,Maybank KC & KCS Yogyakarta,Kota Yogyakarta,5,positif,maybank best
"very spacious atm maybank machine in jogja! to al malaysian who travel to jogja, you can use this facilities, very friendly security, aman ja. no extra charge of withdrawal and very convinient same as in malaysia. thank you",Maybank KC & KCS Yogyakarta,Kota Yogyakarta,5,positif,"spacious atm maybank machine jogja! al malaysian travel jogja, use facilities, friendly security, aman ja. extra charge withdrawal convinient malaysia. thank"
csnya friendly banget (ana/lia/sekar) mantap pertahankan,Maybank KC & KCS Yogyakarta,Kota Yogyakarta,5,positif,csnya friendly banget (ana/lia/sekar) mantap pertahankan
bank maybank pada umumnya,Maybank KC & KCS Yogyakarta,Kota Yogyakarta,4,positif,bank maybank
very nice for the customer service,Maybank KC & KCS Yogyakarta,Kota Yogyakarta,5,positif,nice customer service
"pelayanan ramah dari customer service dan spvnya, teler, dan securitynya helpful. dan sekarang juga sudah ada atm setor di cabang ini, sehinga lebih memudahkan nasabah yang ingin setor tunai tanpa antri di teler dan bisa kapan pun.",Maybank KC & KCS Yogyakarta,Kota Yogyakarta,5,positif,"pelayanan ramah customer service spvnya, teler, securitynya helpful. atm setor cabang ini, sehinga memudahkan nasabah setor tunai antri teler pun."
"bersih, bikin betah",Maybank KCP Gejayan,Kabupaten Sleman,5,positif,"bersih, bikin betah"
"pelayananya mantab kali,ramah dan di layani dengan baik pokoknya jos gandos",Maybank KCP Gejayan,Kabupaten Sleman,5,positif,"pelayananya mantab kali,ramah layani pokoknya jos gandos"
"pelayanan ramah,trimakasih",Maybank KCP Gejayan,Kabupaten Sleman,5,positif,"pelayanan ramah,trimakasih"
"pelayanan baik,petugasnya ramah ramah",Maybank KCP Gejayan,Kabupaten Sleman,5,positif,"pelayanan baik,petugasnya ramah ramah"
pelayanan terbaik ramah sopan,Maybank KCP Gejayan,Kabupaten Sleman,5,positif,pelayanan terbaik ramah sopan
"kantornya bersih, ramah, pelayanan responsif.pokoknya the best & maju terus maybank kcp gejayan.",Maybank KCP Gejayan,Kabupaten Sleman,5,positif,"kantornya bersih, ramah, pelayanan responsif.pokoknya best & maju maybank kcp gejayan."
"tempatnya strategis, ramah, pelayananya cepat, sangat - sangat bagus dalam menerapkan protokol kesehatan, produknya juga bagus & bermanfat. sukses dan maju terus buat maybank kcp gejayan.",Maybank KCP Gejayan,Kabupaten Sleman,5,positif,"tempatnya strategis, ramah, pelayananya cepat, - bagus menerapkan protokol kesehatan, produknya bagus & bermanfat. sukses maju maybank kcp gejayan."
pelayanan memuaskan,Maybank KCP Gejayan,Kabupaten Sleman,5,positif,pelayanan memuaskan
tempatnya bersih.pelayanan memuaskan.karyawanya ramah.,Maybank KCP Gejayan,Kabupaten Sleman,5,positif,tempatnya bersih.pelayanan memuaskan.karyawanya ramah.
"pelayanan bagus csnya ramah, kantornya bersih. sukses selalu maybank kcp gejayan",Maybank KCP Gejayan,Kabupaten Sleman,5,positif,"pelayanan bagus csnya ramah, kantornya bersih. sukses maybank kcp gejayan"
pelayanan ramah.,Maybank KCP Gejayan,Kabupaten Sleman,5,positif,pelayanan ramah.
"produk maybank oke banget, pelayan ramah dan cepat",Maybank KCP Gejayan,Kabupaten Sleman,5,positif,"produk maybank oke banget, pelayan ramah cepat"
"kantor bersih, nyaman dan bikin betah. produk bagus, pelayanan oke banget",Maybank KCP Gejayan,Kabupaten Sleman,5,positif,"kantor bersih, nyaman bikin betah. produk bagus, pelayanan oke banget"
"pelayanan baik , tempatnya nyaman juga",Maybank KCP Gejayan,Kabupaten Sleman,5,positif,"pelayanan , tempatnya nyaman"
"pelayanan memuaskan,ganti kartu atm cepat,",Maybank KCP Gejayan,Kabupaten Sleman,5,positif,"pelayanan memuaskan,ganti kartu atm cepat,"
"pelayanan ramah,tempat bersih&parkir luas.",Maybank KCP Gejayan,Kabupaten Sleman,5,positif,"pelayanan ramah,tempat bersih&parkir luas."
"pelayananya sangat ramah, dan sangat sopan,",Maybank KCP Gejayan,Kabupaten Sleman,5,positif,"pelayananya ramah, sopan,"
pelayananya cepat dan ramah,Maybank KCP Gejayan,Kabupaten Sleman,5,positif,pelayananya cepat ramah
pelayanan oke dan ramah,Maybank KCP Gejayan,Kabupaten Sleman,5,positif,pelayanan oke ramah
pelayanan ramah.,Maybank KC & KCS Yogyakarta,Kota Yogyakarta,4,positif,pelayanan ramah.
i am glad as their customer… mostly everything great service provided,Maybank KC & KCS Yogyakarta,Kota Yogyakarta,5,positif,glad customer… mostly everything great service provided
"tempatnya bersih, pelayananya cepat dan informatif. semua karyawan ramah",Maybank KCP Gejayan,Kabupaten Sleman,5,positif,"tempatnya bersih, pelayananya cepat informatif. karyawan ramah"
layanan friendly,Maybank KCP Gejayan,Kabupaten Sleman,5,positif,layanan friendly
bank paling baik selain bank biru apalagi mb devie pokoknya top markotop. mb teler juga gercep satset ngitungnya. sukses selalu yak maybank katamso,Maybank KCP Jl Brigjend Katamso,Kota Yogyakarta,5,positif,bank bank biru mb devie pokoknya top markotop. mb teler gercep satset ngitungnya. sukses yak maybank katamso
"ramah dan cekatan, mb csnya ngat solutip dibanding yang lain saya muter, disini selesai",Maybank KCP Jl Brigjend Katamso,Kota Yogyakarta,5,positif,"ramah cekatan, mb csnya ngat solutip dibanding muter, selesai"
"pelayanan baik ramah memuaskan, langsung teratasibselama dokumen lengkap, beres.sip ajeng",Maybank KCP Jl Brigjend Katamso,Kota Yogyakarta,5,positif,"pelayanan ramah memuaskan, langsung teratasibselama dokumen lengkap, beres.sip ajeng"
"layanan sangat memuaskan,semua teratasi ,penjelasan sangat jelas,untuk customer mbk ajeng terima kasih ngh",Maybank KCP Jl Brigjend Katamso,Kota Yogyakarta,5,positif,"layanan memuaskan,semua teratasi ,penjelasan jelas,untuk customer mbk ajeng terima kasih ngh"
"cabangnya rame csnya satu, namun csnya tetap melayani dengan baik, siang hari dibank sebelah istirahat saya harus nunggu disini tetap dilayani dengan baik oleh mb ajeng, kasihan liatnya mbakny sepertinya kewalahan, tp tetap terbaik layananya",Maybank KCP Jl Brigjend Katamso,Kota Yogyakarta,5,positif,"cabangnya rame csnya satu, csnya melayani baik, siang dibank sebelah istirahat nunggu dilayani mb ajeng, kasihan liatnya mbakny kewalahan, tp terbaik layananya"
"western union! there are many „western union“ places acording to gogle, but here you can realy transfer and get money. the staf is super friendly and helpful.",Maybank KCP Jl Brigjend Katamso,Kota Yogyakarta,5,positif,"western union! many „western union“ places acording gogle, realy transfer get money. staf super friendly helpful."
"mba kika helpfuly, thank u mba",Maybank KCP Jl Brigjend Katamso,Kota Yogyakarta,5,positif,"mba kika helpfuly, thank u mba"
kita is very helpful,Maybank KCP Jl Brigjend Katamso,Kota Yogyakarta,5,positif,helpful
"pelayanan ramah, dan cepat, kantor adem,. karyawan helpful. top markotop",Maybank KCP Jl Brigjend Katamso,Kota Yogyakarta,5,positif,"pelayanan ramah, cepat, kantor adem,. karyawan helpful. top markotop"
customer service ajeng matab jelas banget,Maybank KCP Jl Brigjend Katamso,Kota Yogyakarta,5,positif,customer service ajeng matab banget
"pelayanan sangat baik,cepat,dan ramah",Maybank KCP Jl Brigjend Katamso,Kota Yogyakarta,5,positif,"pelayanan baik,cepat,dan ramah"
"pengantian atm.layanan cepat.cs,ajeng ramah baik layanan cepat",Maybank KCP Jl Brigjend Katamso,Kota Yogyakarta,5,positif,"pengantian atm.layanan cepat.cs,ajeng ramah layanan cepat"
pelayananya sangat baik,Maybank KCP Jl Brigjend Katamso,Kota Yogyakarta,5,positif,pelayananya
pelayananya sudah bagus saya sudah di bantu pelayananya atmnya sudah bisa di pakai. sudah di bantu sama mb ajeng,Maybank KCP Jl Brigjend Katamso,Kota Yogyakarta,5,positif,pelayananya bagus bantu pelayananya atmnya pakai. bantu mb ajeng
pelayanananya sangat ramah dan cepat. lokasinya juga bersih dan nyaman.,Maybank KCP Jl Brigjend Katamso,Kota Yogyakarta,5,positif,pelayanananya ramah cepat. lokasinya bersih nyaman.
sangat terbantu pelayanan baik atm langsung jadi,Maybank KCP Jl Brigjend Katamso,Kota Yogyakarta,5,positif,terbantu pelayanan atm langsung
pelayanan dimaybank katamso denan customer service ajeng sangat baik,Maybank KCP Jl Brigjend Katamso,Kota Yogyakarta,5,positif,pelayanan dimaybank katamso denan customer service ajeng
"pelayanan ramah, penjelasan detail, buka rekening cepat dan mudah",Maybank KCP Jl Brigjend Katamso,Kota Yogyakarta,5,positif,"pelayanan ramah, penjelasan detail, buka rekening cepat mudah"
pelayanan sangat baik dan solutif,Maybank KCP Jl Brigjend Katamso,Kota Yogyakarta,5,positif,pelayanan solutif
"pelayanan ok.cepat,ramah. good",Maybank KCP Jl Brigjend Katamso,Kota Yogyakarta,5,positif,"pelayanan ok.cepat,ramah. good"
"ajeng customer service pelayanan ramah, baik dan solutif membantu nasabah",Maybank KCP Jl Brigjend Katamso,Kota Yogyakarta,5,positif,"ajeng customer service pelayanan ramah, solutif membantu nasabah"
pelayananramah customer service ajeng membantu,Maybank KCP Jl Brigjend Katamso,Kota Yogyakarta,5,positif,pelayananramah customer service ajeng membantu
"pelayanan yang sangat baik. pengalaman kalau setoran ke maybank katamso dari satpam, teler dan semuanya ramah. terutama untuk mba sinta dan mba mita. senang bermitra dengan maybank katamso",Maybank KCP Jl Brigjend Katamso,Kota Yogyakarta,5,positif,"pelayanan baik. pengalaman setoran maybank katamso satpam, teler ramah. mba sinta mba mita. senang bermitra maybank katamso"
"teler ramah, penampilan sopan, kalau ada masalah langsung bisa terselesaikan. cekatan dan tidak perlu antri lama.",Maybank KCP Jl Brigjend Katamso,Kota Yogyakarta,5,positif,"teler ramah, penampilan sopan, langsung terselesaikan. cekatan antri lama."
"pelayananya ramah, cepet, dan gak antrinya lama",Maybank KCP Jl Brigjend Katamso,Kota Yogyakarta,5,positif,"pelayananya ramah, cepet, gak antrinya"
securitynya ramah dan customer service yang tangap,"Maybank KC, KCS & Premier Asia Afrika Bandung",Kota Bandung,5,positif,securitynya ramah customer service tangap
"pelayanan di maybank asia afrika mulai dari security,cs dan semuanya sangat baik sekali ramah dan melayani dengan sangat frofesional pokonya is the best buat may bank asia afrika sukses selalu kalian hebat recomended thank you","Maybank KC, KCS & Premier Asia Afrika Bandung",Kota Bandung,5,positif,"pelayanan maybank asia afrika security,cs ramah melayani frofesional pokonya best may bank asia afrika sukses hebat recomended thank"
"sumpah karyawanya pada baik banget semuanya ramah merasa tersanjung disambut dengan sangat baik, mulai dari satpam, customer service serta karyawan yang lainya sangat baik sumpah sopan sekali mau yang muda dan yang umurnya sudah juga sangat baik sekali sangat merasa puas dengan pelayanan yang sangat baik dan hangat terima kasih banyak untuk semua karyawan dan terkhususnya untuk customer service yang sabar membantu saya sehat selalu dan selalu dilindungi dengan keadan apapun","Maybank KC, KCS & Premier Asia Afrika Bandung",Kota Bandung,5,positif,"sumpah karyawanya banget ramah tersanjung disambut baik, satpam, customer service karyawan lainya sumpah sopan muda umurnya puas pelayanan hangat terima kasih karyawan terkhususnya customer service sabar membantu sehat dilindungi keadan apapun"
pelayanan standar,"Maybank KC, KCS & Premier Asia Afrika Bandung",Kota Bandung,4,positif,pelayanan standar
pelayanan baik. petugas gercep. petugasnya cros seling-nya jalan trs. kalau buru kita info aja biar bisa lbh cpt.,Maybank,Kota Bandung,5,positif,pelayanan baik. petugas gercep. petugasnya cros seling-nya jalan trs. buru info aja biar lbh cpt.
"pelayanan ramah, cepat dan gedung bersih",Maybank,Kota Bandung,5,positif,"pelayanan ramah, cepat gedung bersih"
"pelayanan cepat, kepala csnya manis dan ramah",Maybank,Kota Bandung,5,positif,"pelayanan cepat, kepala csnya manis ramah"
"ngaktifin kembali atm payrol, dan problem di mu karna lupa id yang dulu sama alamat emailnya ganti, nyampe hari bolak balik ngebenerin(karna dtg slalu mepet pas jam pulang kerja/tutup) pelayanan na ramah² makasih semua untuk yang sudah melayani aku dengan ramah dan teliti",Maybank,Kota Bandung,5,positif,"ngaktifin atm payrol, problem mu karna lupa id alamat emailnya ganti, nyampe bolak ngebenerin(karna dtg slalu mepet pas jam pulang kerja/tutup) pelayanan na ramah² makasih melayani ramah teliti"
pelayanan ramah,Maybank,Kota Bandung,5,positif,pelayanan ramah
excelent service,Maybank,Kota Bandung,5,positif,excelent service
layananya bagus dan cepat,Maybank,Kota Bandung,5,positif,layananya bagus cepat
keren,Maybank,Kota Bandung,5,positif,keren
pelayanan oke banget,Maybank,Kota Bandung,5,positif,pelayanan oke banget
"terbaik, pelayanan ramah cepat banget dalam melayani , penuh senyum serta lancar",Maybank,Kota Bandung,5,positif,"terbaik, pelayanan ramah cepat banget melayani , penuh senyum lancar"
good service,Maybank,Kota Bandung,5,positif,good service
sejuk nyaman n mantap,Maybank,Kota Bandung,5,positif,sejuk nyaman n mantap
layanan bagus,Maybank,Kota Bandung,5,positif,layanan bagus
"pelayanan terbaik, terima kasih",Maybank,Kota Bandung,5,positif,"pelayanan terbaik, terima kasih"
"pelayanan memuaskan, satpam ramah dan pelayanan teler cepat",Maybank,Kota Bandung,5,positif,"pelayanan memuaskan, satpam ramah pelayanan teler cepat"
satpamnya ramah,Maybank,Kota Bandung,5,positif,satpamnya ramah
pelayanan profesional,Maybank,Kota Bandung,5,positif,pelayanan profesional
pelayanan ramah baik,Maybank,Kota Bandung,5,positif,pelayanan ramah
pelayananya cepat sangat membantu,Maybank,Kota Bandung,5,positif,pelayananya cepat membantu
thank you for service,Maybank,Kota Bandung,5,positif,thank service
top,Maybank,Kota Bandung,5,positif,top
"terletak di pusat kota dan tempatnya strategis, pelayanan ramah mulai dari satpam dan frontlinernya. lanjutkan trend baiknya.",Maybank,Kota Bandung,5,positif,"terletak pusat kota tempatnya strategis, pelayanan ramah satpam frontlinernya. lanjutkan trend baiknya."
good excelent,Maybank,Kota Bandung,5,positif,good excelent
pelayanan yang sangat bagus dan membantu,Maybank,Kota Bandung,5,positif,pelayanan bagus membantu
luar biasa,Maybank,Kota Bandung,5,positif,
telernya is the best cukipap,Maybank,Kota Bandung,5,positif,telernya best cukipap
membantu,Maybank KCP Buah Batu,Kota Bandung,5,positif,membantu
teler & securitynya ramah,Maybank KCP Buah Batu,Kota Bandung,4,positif,teler & securitynya ramah
"lokasinya sebelahan dengan apotik / klinik kimia farma , tepat di jalan buah batu , pelayanan amat sangat super ramah detail , sarana prasarana oke , apalagi customer servicenya ramah banget , dilayani dengan customer service yang bernama elza ananda merasa puas dan detail , thank u maybank tetap mengaung roar",Maybank KCP Buah Batu,Kota Bandung,5,positif,"lokasinya sebelahan apotik / klinik kimia farma , jalan buah batu , pelayanan super ramah detail , sarana prasarana oke , customer servicenya ramah banget , dilayani customer service bernama elza ananda puas detail , thank u maybank mengaung roar"
"pelayanan ya standard aja bank gimana ama jangan diprotes kalau pelayanan lama karena cuma csnya da lagi korona euy, aneh bae komen di bank masa korona teh. parkiran sekitar mobil motor mungkin ama yang mobil rada susah parkir baris ato nya soalnya jalur masuknya tidak ful depanya. satpam ramah pas saya dateng dan membantu.",Maybank KCP Buah Batu,Kota Bandung,5,positif,"pelayanan ya standard aja bank gimana ama diprotes pelayanan csnya da korona euy, aneh bae komen bank korona teh. parkiran mobil motor ama mobil rada susah parkir baris ato nya jalur masuknya ful depanya. satpam ramah pas dateng membantu."
road to maybank marathon,Maybank,Kota Bandung,5,positif,road maybank marathon
satpam ramah terutama yang jaga pintu. customer service juga cepat sat aktivasi kartu yang sudah lama tidak dipakai.,Maybank,Kota Bandung,5,positif,satpam ramah jaga pintu. customer service cepat sat aktivasi kartu dipakai.
bagus.bagus.,Maybank,Kota Bandung,5,positif,bagus.bagus.
"area banking nyaman, satpam ramah, customer service dan teler helpful.",Maybank,Kota Bandung,5,positif,"area banking nyaman, satpam ramah, customer service teler helpful."
lumayan.,Maybank,Kota Bandung,4,positif,lumayan.
keren,Maybank KCP Gatot Subroto,Kota Bandung,5,positif,keren
mantap,Maybank KCP Cibadak,Kota Bandung,5,positif,mantap
"lokasi bank di jalan cibadak, ada atm, lumayan jadi pilihan di sepanjang jalan cibadak ini, soalnya g ada pilihan atm lain",Maybank KCP Cibadak,Kota Bandung,5,positif,"lokasi bank jalan cibadak, atm, lumayan pilihan jalan cibadak ini, g pilihan atm"
"lokasi bank di jl.cibadak area pertokoan cibadak, parkir cukup antri kalau lagi rame",Maybank KCP Cibadak,Kota Bandung,5,positif,"lokasi bank jl.cibadak area pertokoan cibadak, parkir antri rame"
ok,Maybank KCP Komplek Sumber Sari,Kota Bandung,5,positif,ok
good,Maybank KCP Kopo Sayati,Kabupaten Bandung,5,positif,good
"cukup cepet pelayananya, terima kasih ya",Maybank KCP Kopo Sayati,Kabupaten Bandung,5,positif,"cepet pelayananya, terima kasih ya"
pelayananya yang sangat baik dan ramah,MayBank KCP Kota baru Parahyangan,Kabupaten Bandung Barat,5,positif,pelayananya ramah
"pelayananya sangat baik ramah dan memuaskan, tp hati hati sama nomer yang ada di location karna itu nomer penipu.",MayBank KCP Kota baru Parahyangan,Kabupaten Bandung Barat,5,positif,"pelayananya ramah memuaskan, tp hati hati nomer location karna nomer penipu."
oficial bank maybank indonesia branches,MayBank KCP Kota baru Parahyangan,Kabupaten Bandung Barat,5,positif,oficial bank maybank indonesia branches
pelayanan sudah membaik dari sebelumnya tingkatkan terus pelayananya,MayBank KCP Kota baru Parahyangan,Kabupaten Bandung Barat,4,positif,pelayanan membaik tingkatkan pelayananya
"pelayananya baik, dari security customer service dan teler sangat ramah.",MayBank KCP Kota baru Parahyangan,Kabupaten Bandung Barat,5,positif,"pelayananya baik, security customer service teler ramah."
layanan baik,MayBank KCP Kota baru Parahyangan,Kabupaten Bandung Barat,5,positif,layanan
"strategis tempatnya ,dan ramah pelayananya",Maybank KCP Mohammad Toha,Kota Bandung,5,positif,"strategis tempatnya ,dan ramah pelayananya"
bagus bgd service nya love pokona mh,Maybank KCP Mohammad Toha,Kota Bandung,5,positif,bagus bgd service nya love pokona mh
baik semuanya,Maybank KCP Mohammad Toha,Kota Bandung,5,positif,
"pelayanan ramah,tempat strategis.",Maybank KCP Mohammad Toha,Kota Bandung,5,positif,"pelayanan ramah,tempat strategis."
"pelayanan cepat, customer service dan dan teler ramah dalam menyampaikan dan melayani nasabah.",Maybank KCP Mohammad Toha,Kota Bandung,5,positif,"pelayanan cepat, customer service teler ramah melayani nasabah."
good service.,Maybank KCP Mohammad Toha,Kota Bandung,5,positif,good service.
stafnya ramah dan sopan sekali.,Maybank KCP Mohammad Toha,Kota Bandung,5,positif,stafnya ramah sopan sekali.
bagus banget,Maybank KCP Mohammad Toha,Kota Bandung,5,positif,bagus banget
"sangat memuaskan sekali atas pelayananya yang ramah, terima kasih",Maybank KCP Mohammad Toha,Kota Bandung,5,positif,"memuaskan pelayananya ramah, terima kasih"
pelayananya baik dan ramah,Maybank KCP Rancaekek,Kabupaten Bandung,4,positif,pelayananya ramah
customer service super duper humble baik dan jelas untuk penawaran prodaknya,Maybank KCP Pasir Kaliki,Kota Bandung,5,positif,customer service super duper humble penawaran prodaknya
helpful,Maybank KCP Pasir Kaliki,Kota Bandung,5,positif,helpful
"mantap dekat dengan per bank kan lainya ,termasuk kumplit di jalurnya",Maybank KCP Pasir Kaliki,Kota Bandung,5,positif,"mantap bank lainya ,termasuk kumplit jalurnya"
"pelayanan csnya bagus, sangat membantu.",Maybank KCP Pasir Kaliki,Kota Bandung,5,positif,"pelayanan csnya bagus, membantu."
pelayananya cepat dan sangat membantu juga stafnya ramah semua dan murah senyum. good job,Maybank KCP Surya Sumantri,Kota Bandung,5,positif,pelayananya cepat membantu stafnya ramah murah senyum. good job
good job,Maybank KCP Surya Sumantri,Kota Bandung,5,positif,good job
stafnya ramah,Maybank KCP Surya Sumantri,Kota Bandung,5,positif,stafnya ramah
csnya ramah,Maybank KCP Surya Sumantri,Kota Bandung,5,positif,csnya ramah
"tempatnya nyaman dan bersih, parkiranya juga cukup baik. walaupun pada sat saya antri banyak banget nasabah asing terima kasih untuk mbak'nya yang td melayani saya dengan baik dan cepat.senang sekali dengan pelayanan disana.",Maybank KCP Surya Sumantri,Kota Bandung,5,positif,"tempatnya nyaman bersih, parkiranya baik. sat antri banget nasabah asing terima kasih mbak'nya td melayani cepat.senang pelayanan disana."
pelayanan sangat ramah .paling senang ke maybank cabang ini alias surya sumantri,Maybank KCP Surya Sumantri,Kota Bandung,5,positif,pelayanan ramah .paling senang maybank cabang alias surya sumantri
"di maybank cabang surya sumantri ini saya temukan kenyamanan, stafnya helpful dan stafnya selalu menyambut dengan hangat.nice place and services",Maybank KCP Surya Sumantri,Kota Bandung,5,positif,"maybank cabang surya sumantri temukan kenyamanan, stafnya helpful stafnya menyambut hangat.nice place services"
excelent services,Maybank KCP Surya Sumantri,Kota Bandung,5,positif,excelent services
"tempatnya nyaman, pelayananya bagus",Maybank KCP Surya Sumantri,Kota Bandung,5,positif,"tempatnya nyaman, pelayananya bagus"
good service,Maybank KCP Setiabudi,Kota Bandung,5,positif,good service
"pelayanan baik dr teler, satpam dan csnya",Maybank KCP Setiabudi,Kota Bandung,5,positif,"pelayanan dr teler, satpam csnya"
"services pelayanan cepat , ramahx",Maybank KCP Taman Kopo Indah,Kabupaten Bandung,5,positif,"services pelayanan cepat , ramahx"
luas banget,Maybank KCP Taman Kopo Indah,Kabupaten Bandung,5,positif,luas banget
apajah bisa nukar uang real ke rupiah ?,Bank Maybank KCP Ujungberung Bandung,Kota Bandung,4,positif,apajah nukar uang real rupiah ?
sangat ramah ramah dan sangat membantu sekali,Bank Maybank KCP Ujungberung Bandung,Kota Bandung,5,positif,ramah ramah membantu
"pelayanan sangat baik,ramah dan cepat tangap",Bank Maybank KCP Ujungberung Bandung,Kota Bandung,5,positif,"pelayanan baik,ramah cepat tangap"
ramah ramah orangnya cepet pelayananya pokoknya top banget,Bank Maybank KCP Ujungberung Bandung,Kota Bandung,5,positif,ramah ramah orangnya cepet pelayananya pokoknya top banget
pelayananya sangat baik. customer service teler dan managernya ramah sekali. prosesnya juga cepat. securitynya ramah sekali. terima kasih saya sangat terbantu sekali. semoga maybank semakin sukses.,Bank Maybank KCP Ujungberung Bandung,Kota Bandung,5,positif,pelayananya baik. customer service teler managernya ramah sekali. prosesnya cepat. securitynya ramah sekali. terima kasih terbantu sekali. semoga maybank sukses.
ramah dan profesional. good job.,Bank Maybank KCP Ujungberung Bandung,Kota Bandung,5,positif,ramah profesional. good job.
ramah-ramah dan nyaman,Bank Maybank KCP Ujungberung Bandung,Kota Bandung,5,positif,ramah-ramah nyaman
sangat ramah,Maybank KC Denpasar,Kota Denpasar,5,positif,ramah
bank terbaik.,Maybank KC Denpasar,Kota Denpasar,5,positif,bank terbaik.
western union works until pm,Maybank KCP Kuta Square,Kabupaten Badung,4,positif,western union works pm
atm with up to mln idr with no comision fe,Maybank KCP Kuta Square,Kabupaten Badung,5,positif,atm mln idr comision fe
"used the atm, up to . per transaction. al god.",Maybank KCP Kuta Square,Kabupaten Badung,5,positif,"used atm, . transaction. al god."
"one of the few atms to take out milion! checked my bank statement & it was the proper rate. somehow my usa mastercard shows no fe, but my nz visa shows about , idr per withdrawal? so stars for now",Maybank KCP Kuta Square,Kabupaten Badung,4,positif,"one atms take milion! checked bank statement & proper rate. somehow usa mastercard shows fe, nz visa shows , idr withdrawal? stars"
dekat dengan pantai kuta,Maybank KCP Kuta Square,Kabupaten Badung,5,positif,pantai kuta
"charged fes as far as i could se, definitely worth asking your taxi driver to stop of. withdrew milion idr, gogle says is £., we were charged £ with starling card, so sems spot on! yelow atm named maybank. don't bother going to the others",Maybank KCP Sanur,Kota Denpasar,5,positif,"charged fes far could se, definitely worth asking taxi driver stop of. withdrew milion idr, gogle says £., charged £ starling card, sems spot on! yelow atm named maybank. bother going others"
отличные сотрудники!),Maybank KCP Sanur,Kota Denpasar,5,positif,отличные сотрудники!)
good atm to withdraw from. can take milion at a time in k notes. no fe charged by maybank.,Maybank KCP Sanur,Kota Denpasar,5,positif,good atm withdraw from. take milion time k notes. fe charged maybank.
best bank in sanur now moved to bypas. stil ample parking and very easy aces from either major road here. staf are friendly helpful and quite knowledgeable.,Maybank KCP Sanur,Kota Denpasar,5,positif,best bank sanur moved bypas. stil ample parking easy aces either major road here. staf friendly helpful quite knowledgeable.
"i don’t know why such bad reviews. i arived by a.m. there was no queue, the employes are very polite, everything was isued quickly enough.",Maybank KCP Sesetan,Kota Denpasar,5,positif,"don’t know bad reviews. arived a.m. queue, employes polite, everything isued quickly enough."
"pelayananya bagus banget, cs, security dan teler sangat helpful",Maybank KCP Sesetan,Kota Denpasar,5,positif,"pelayananya bagus banget, cs, security teler helpful"
"good service, good bank","Maybank KC, KCS & Premier Kajaolalido",Kota Makassar,5,positif,"good service, good bank"
"pt. bank maybank indonesia, tbk (d/h pt. bank international indonesia, tbk","Maybank KC, KCS & Premier Kajaolalido",Kota Makassar,5,positif,"pt. bank maybank indonesia, tbk (d/h pt. bank international indonesia, tbk"
"sudah lama menjadi nasabah, sejak bi","Maybank KC, KCS & Premier Kajaolalido",Kota Makassar,4,positif,"nasabah, bi"
pelayanan bagus,"Maybank KC, KCS & Premier Kajaolalido",Kota Makassar,4,positif,pelayanan bagus
enak baksonya yang pas sampingxnya,Maybank KCP Latimojong,Kota Makassar,5,positif,enak baksonya pas sampingxnya
